StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q5,Q6_1,Q7,Q8,Q9_1,Q9_2,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18_1,Q18_2,Q19,Q20,Q21,Q22_1,Q22_2,Q23,Q24,Q25_1,Q25_2,Q26,Q27,Q28,Q29_1,Q29_2,Q30,Q31,Q32_1,Q32_2,Q33,Q34,Q35_1,Q35_2,Q36,Q37,Q38,Q39
6/21/18 16:40,6/21/18 16:51,IP Address,67.134.206.47,100,621,TRUE,6/21/18 16:51,R_3ivP8ECt73Wzanh,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",I appreciated the opportunity to get feedback about my facilitation so that I could adjust any actions today. I wonder if it would be possible in future to get daily feedback so that needs could be met and adjustments made more quickly.,,Strongly agree,Specific feedback to inform my practice.,I would have liked to have gotten daily feedback in regard to at least one aspect of facilitating/coaching each day.,,,,"Completely
Satisfied","Completely
Satisfied",The tournament was a great activity to create a positive and celebratory energy in the room. What a great activity to start the day of learning. the Matrix activities really brought clarity to the type of observation notes that are most helpful in identifying a problem of practice.,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","Everyone loved (including me) the detailed story of the school journey. The messy parts were especially helpful, as we all learn from productive struggle.",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",The clear steps and time to discuss each one of the actions with the group.,,,,,,"Completely
Satisfied","Completely
Satisfied",It was great to see the launch presentation and school coherence story come to life! Everyone is ready and excited for the consultancy process on Friday!,,Strongly agree,Strongly agree
6/21/18 16:41,6/21/18 16:51,IP Address,67.134.206.45,100,597,TRUE,6/21/18 16:51,R_31GXTu2x2OWEM3S,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Moderately
Satisfied","Completely
Satisfied",I think the information was relevant but not sure it was necessary to repeat.,Maybe address the individual issues but not as a whole.,,,,Strongly agree,Adriana is wonderful to work with and I appreciate all of her wonderful feedback.,N/A,"Completely
Satisfied","Completely
Satisfied",Wonderful activity and anxious to bring it back to our school.,N/A,Elementary Case,"Completely
Satisfied","Completely
Satisfied",It was nice to actual try the process.,The acoustic weren't great but I know this issue is being fixed.,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",I did not feel satisfied with the results of the case. I would have liked to have seen more positive results.,I would have preferred to hear more about Leasure rather hearing a new case.,,,,,"Completely
Satisfied","Completely
Satisfied",Our TF was a wonderful. He always brought fun to a sometimes stale topic.,I would like to have a smaller space for our group.,Strongly agree,Strongly agree
6/21/18 9:41,6/21/18 16:51,IP Address,67.134.206.43,100,25839,TRUE,6/21/18 16:51,R_3rG2AHx1mi8lcjr,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",The was an excellent activity both as the presenter and the listener. you have the be able to tap into your descriptive ability and be very clear and precise on how you try to present what you looking at so the other person can follow and able to apply what they are hearing. This activity is great for student who are auditory learners. It also taps into the visual learners because you have to draw what you are hearing.,Wish the cards gave an example of what the picture represent.,,,,,Today sessions from the start of the day to the end of the day was very valuable and placed on the correct day. Only wish we had more sessions where we meet as a team with our assigned Teacher Fellow to brainstorm and complete,,"Completely
Satisfied","Completely
Satisfied",It was an eye opener on how simple it is to use an active as rock-paper-scissor to push the agenda of how much we are focusing and truly paying attention to details. It also shows that you confidence builds when you have a cheer team and individual supporting you are you grow professional,Need just a little more time to discuss the video with table mate and also unpacking to poll response,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",The video allow you to see a short clip of what the teacher and student engaged in and areas that needs improvement to meet the problem of practice. Also the lesson plan overview also assist in see the teacher end game and what she wants the student to learn and get from the lesson.,A longer video clip,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",The case discussion and sample Action plan template was very beneficial and I will be able to implement areas from their action plan to improve our school action plan process,Nothing,"Completely
Satisfied","Completely
Satisfied",Ability to have constructive debates and unpacking each point in depth.,Nothing,Strongly agree,Strongly agree
6/21/18 16:51,6/21/18 16:52,IP Address,65.112.10.130,100,71,TRUE,6/21/18 16:52,R_BVAH3Q6vymn8K0V,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied",,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,Strongly agree,Strongly agree
6/21/18 16:52,6/21/18 16:55,IP Address,67.134.206.40,100,164,TRUE,6/21/18 16:55,R_zYX5Bltnii6aV2N,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,"Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied",,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,"Members not taking a ""be here now"" stance nor a ""hear all voices.""",,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,"Members not taking a ""be here now"" stance nor a ""hear all voices.""",,,,,"Completely
Satisfied","Completely
Satisfied",,"Members not taking a ""be here now"" stance nor a ""hear all voices.""",Strongly agree,Strongly agree
6/21/18 16:49,6/21/18 16:55,IP Address,67.134.206.42,100,355,TRUE,6/21/18 16:55,R_3iJqVWvQS4CH5C4,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",Information given about upcoming events.,,,,,Strongly agree,It helped me tell him how great he was and has gave me an insight how a lot this week.,,"Completely
Satisfied","Completely
Satisfied",It got everyone ready for the session.,Nothing! Liz is great!,Elementary Case,"Completely
Satisfied","Completely
Satisfied",It got me thinking and understanding about the problem and the problem of my own school.,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Seeing the process.,,,,,,"Moderately
Satisfied","Moderately
Satisfied",We were able to create our challenge.,,Strongly agree,Strongly agree
6/21/18 11:08,6/21/18 16:55,IP Address,67.134.206.35,100,20806,TRUE,6/21/18 16:55,R_3hz2INcdOeKYepE,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,Sharing our feelings directly with them is better than leaving and talking about it!,,"Completely
Satisfied","Completely
Satisfied",I loved this session...my favorite yet! She was energizing and engaging.,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied","Great collaborative discussions around the case.
Going through the processes to actually develop a Problem of Practice and Learner Centered Question.",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","Getting to hear from the teachers who actually went through the process.
Conversations with our Teaching Fellow were great. He asked thought provoking questions and kept us engaged.",,,,,,"Completely
Satisfied","Completely
Satisfied",,We just need more time with our Teaching Fellow as a team.,Somewhat agree,Somewhat agree
6/21/18 16:53,6/21/18 16:56,IP Address,67.134.206.36,100,139,TRUE,6/21/18 16:56,R_1NsTb4lYbbsIFLa,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Elementary Case,Neutral,Neutral,,,,,,,Elementary Case,"Moderately
Dissatisfied","Moderately
Dissatisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Somewhat agree,Strongly agree
6/21/18 13:48,6/21/18 16:56,IP Address,67.134.206.35,100,11305,TRUE,6/21/18 16:56,R_33jthKI6wIiqnZM,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied",,"Nothing, this was great.",Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly agree,Strongly agree
6/21/18 16:54,6/21/18 16:56,IP Address,67.134.206.39,100,135,TRUE,6/21/18 16:56,R_1hAaT6SeQtQF9H2,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied",,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Somewhat agree,Somewhat agree
6/21/18 16:53,6/21/18 16:56,IP Address,65.112.10.130,100,191,TRUE,6/21/18 16:56,R_1H6ufCxfVsDptLi,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,No,,,,"Moderately
Satisfied","Completely
Satisfied",,,Somewhat agree,,,,,,"Moderately
Satisfied","Completely
Satisfied",,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,Strongly agree,Strongly agree
6/21/18 16:54,6/21/18 16:57,IP Address,67.134.206.43,100,132,TRUE,6/21/18 16:57,R_BRfAtsudDNc0YeJ,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied",,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,Neutral,Neutral
6/21/18 16:53,6/21/18 16:57,IP Address,67.134.206.34,100,193,TRUE,6/21/18 16:57,R_1doFiJgWKjBcQ8o,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,Yes,"Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,Somewhat agree,,,"Moderately
Satisfied","Moderately
Satisfied",,,High School Case,,,,,"Completely
Satisfied","Moderately
Satisfied",,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,Neutral,Somewhat agree
6/21/18 16:50,6/21/18 16:57,IP Address,67.134.206.33,100,429,TRUE,6/21/18 16:57,R_3lKV8nxJwhpJHR8,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,"Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied","Getting a brain break with rock, paper, scissors.",,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",Actually doing the steps.,It was difficult to focus at the end because we were sitting for a while after lunch.,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",Working on and learning to organize feedback from observations. It needs to be non judgmental and specific.,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Somewhat agree,Somewhat agree
6/21/18 16:54,6/21/18 16:58,IP Address,67.134.206.44,100,215,TRUE,6/21/18 16:58,R_1eDz3YIFeIfXHie,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,"Moderately
Satisfied",Collaboration,Nothing,"Moderately
Satisfied","Moderately
Satisfied",Collaboration,Nothing,,,,Somewhat agree,Problem-solving,Nothing,"Moderately
Satisfied","Moderately
Satisfied",The activities,Nothing,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",The interviews from the school teams,nothing,,,,,Elementary Case,"Moderately
Satisfied",,Fast pace,nothing,,,,,"Moderately
Satisfied","Moderately
Satisfied",where to start!,nothing,Somewhat agree,Somewhat agree
6/21/18 16:53,6/21/18 16:58,IP Address,67.134.206.43,100,273,TRUE,6/21/18 16:58,R_2ysFlMU7orjRgOu,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,Somewhat agree,,,"Moderately
Satisfied","Moderately
Satisfied",,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,,
6/21/18 16:56,6/21/18 16:59,IP Address,67.134.206.38,100,137,TRUE,6/21/18 16:59,R_332NGrnqDl1Ro0h,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,Neutral,,,Neutral,Neutral,,,,,,Somewhat agree,,,"Moderately
Satisfied","Moderately
Satisfied",,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Dissatisfied","Moderately
Dissatisfied",,,Strongly disagree,Strongly disagree
6/20/18 16:50,6/21/18 16:59,IP Address,67.134.206.36,100,86907,TRUE,6/21/18 16:59,R_3frEYD10OVeVi5b,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,,,"Completely
Satisfied","Completely
Satisfied",Very engaging and informative,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","The protocol was great- I will take it back to my school. It definitely helped me see how to make this a collaborative process when I know, with my turnaround school, that I do get to the point where I want to just make decisions and move on them.",,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied","I really liked the last video, hearing how the teachers felt at the end of the year- after their battle.","This was a little long. Because it was mostly just advice, I think it would have been more helpful to have longer Q and A sections with the TFs to really be able to jump into conversations and hear about how the next steps could go.",,,,,"Completely
Satisfied","Moderately
Satisfied",Coming up with the challenge!!,"I would have liked more time allotted to coming up with a challenge that we wanted advice about. I felt like the conversation had to rush a little, when it was actually a productive conversation.",Somewhat disagree,
6/21/18 16:56,6/21/18 17:00,IP Address,67.134.206.41,100,198,TRUE,6/21/18 17:00,R_sMrQsSeiNRWWHOF,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,Open feedback was nice,,"Completely
Satisfied","Completely
Satisfied",Inspiring,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",Excellent discussions,,Neutral,Neutral
6/21/18 16:46,6/21/18 17:00,IP Address,67.134.206.39,100,835,TRUE,6/21/18 17:00,R_3lMONuzUrcGvJUR,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Moderately
Satisfied","Moderately
Satisfied",Loved the practicality of the picture exercise.,Nothing.,,,,Strongly agree,This is an important step to improve practice.,Nothing,"Completely
Satisfied","Completely
Satisfied",Dr. City is a relatable presenter.,More Dr. City time please.,High School Case,,,,,"Completely
Satisfied","Moderately
Satisfied",Formulating the problem of practice.,Doing it with our green team.,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",Seeing how it played out in the school.,A little too much time on this session.,"Completely
Satisfied","Completely
Satisfied",Open honest collaboration time.,More time to complete task.,Somewhat agree,Strongly agree
6/21/18 16:54,6/21/18 17:00,IP Address,67.134.206.46,100,396,TRUE,6/21/18 17:00,R_6V8Ip3pTYC8s2kx,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied","Great energizing beginning!
This was the session I found most interesting and useful all week-- and everything was useful!
",,Elementary Case,"Completely
Satisfied","Completely
Satisfied","Hearing Keri's extra insight about the school.
Getting to thank the teachers for their openness of practice.",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",Very productive session with my school team. Identifying the challenge for our Problem/ Dilemma presentation helped us think critically about what is the biggest challenge facing our school as we roll out DataWise in the Fall.,"The group that was in my room (Longfellow 320) just before this session began left it a mess-- garbage on the tables, supplies scattered on the floor.",Neutral,Neutral
6/21/18 16:51,6/21/18 17:00,IP Address,67.134.206.44,100,559,TRUE,6/21/18 17:00,R_3s7fNHQVBWO8CGD,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,No,,,,"Moderately
Satisfied","Completely
Satisfied",Great tickler activity to jump into Liz' presentation.,,Somewhat agree,Got concrete feedback.,Maybe a quick prompt for me somewhere in the process to make a commitment about one of the improvement things.,,,,"Completely
Satisfied","Completely
Satisfied",Interactive with the poll.,,Elementary Case,"Completely
Satisfied","Moderately
Satisfied",Affinity protocol,More explicit instruction about the different grade level PoPs.,,,,,Elementary Case,"Completely
Satisfied","Moderately
Satisfied",Opportunity to talk about the messiness.,Time limits for the table talk so we know how much time we have. Not just a raised hand. Maybe a timer in the front of the room?,,,,,Neutral,Neutral,Reflecting on the week as a whole.,Have the team do a little more work on planning the data overview.,Somewhat disagree,Somewhat disagree
6/21/18 16:53,6/21/18 17:00,IP Address,67.134.206.35,100,438,TRUE,6/21/18 17:00,R_1jEe7cgPWkDBh45,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,Neutral,,,"Completely
Satisfied","Completely
Satisfied",,Have her teach all day!,High School Case,,,,,"Completely
Dissatisfied","Completely
Dissatisfied",,the case studies should be infused into the presentations by the harvard presenters.,High School Case,,,,,"Moderately
Dissatisfied","Completely
Dissatisfied",,"Harvard present, case study presenters jump in","Completely
Satisfied","Completely
Satisfied",,more green time this week.,Somewhat disagree,Neutral
6/21/18 16:54,6/21/18 17:01,IP Address,67.134.206.39,100,380,TRUE,6/21/18 17:01,R_AGaqBQZbULIgVaN,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied",,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied","Seeing the case from the beginning, the videos, the teacher reflection, and the documents provided a big picture of the data wise process.",,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,Strongly agree,Strongly agree
6/21/18 16:47,6/21/18 17:01,IP Address,65.112.10.131,100,857,TRUE,6/21/18 17:01,R_1ClNv9YMlr2FK0C,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",Working in partnerships to draw and describe vivid images was both fun and productive to express differences in the same idea.,,,,,Strongly agree,My group all had a similar item to discuss with our teaching fellow so it was nice to see that we agreed.,,"Completely
Satisfied","Completely
Satisfied",She is fantastic! I can't put the rest into words.,N/A,Elementary Case,"Completely
Satisfied","Completely
Satisfied","Being able to see step 5 in action was helpful to me as an educator, as I could bring back my gained knowledge to my green group.",More time on writing tasks.,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",My group was able to identify a challenge that we had not previously thought of.,,Strongly agree,Strongly agree
6/21/18 16:54,6/21/18 17:01,IP Address,67.134.206.33,100,390,TRUE,6/21/18 17:01,R_3DcFfINyYl2Mo7F,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied",The matrix brings clarity to observing practice.,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,"Rob and Penny don't always seem like they are on the same page (i.e., who is presenting the slide).",,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly agree,Strongly agree
6/21/18 16:58,6/21/18 17:01,IP Address,67.134.206.39,100,153,TRUE,6/21/18 17:01,R_1H8nlyRb7btCHTw,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,,I would like the opportunity to work with our green team TF during the blue team time. Dia is fantastic!,"Completely
Satisfied","Completely
Satisfied",,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",Our blue team discussions worked well,Rob and Penny did not always seem to be on the same page.,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",,The presenters did not always seem to be on the same page.,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly agree,Strongly agree
6/21/18 16:57,6/21/18 17:01,IP Address,67.134.206.40,100,215,TRUE,6/21/18 17:01,R_129hbcLH0vYrqKm,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Moderately
Satisfied","Completely
Satisfied",,,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied",,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,Elementary Case,"Moderately
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly agree,Strongly agree
6/21/18 16:52,6/21/18 17:02,IP Address,67.134.206.39,100,561,TRUE,6/21/18 17:02,R_2TFAHquburzV4eO,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,Neutral,,,"Completely
Satisfied","Completely
Satisfied",Enjoyed the vivid images activity. It was fun and helped me work at articulating what I thought was important.,Nothing,,,,Neutral,I was happy with the performance of my Teaching Fellow. Providing feedback is always helpful though.,No,"Completely
Satisfied","Completely
Satisfied","Loved Rock/Paper/Scissors!! It got everyone moving, and built a communal spirit.",No,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Working through the process,No,,,,,,,,,,,,,,"Completely
Satisfied","Completely
Satisfied","Planning out our presentation, finishing data review and next steps",No,Strongly agree,Strongly agree
6/21/18 16:54,6/21/18 17:02,IP Address,65.112.8.141,100,463,TRUE,6/21/18 17:02,R_1M68yxybeHdmBkv,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,System Team,No,,,,"Completely
Satisfied","Moderately
Satisfied",,Connecting the Vivid Images to the bigger picture.,Somewhat disagree,I liked the positive feedback.,It wasn't very constructive. They were too nice.,,,,"Completely
Satisfied","Completely
Satisfied",The focus on task.,Nothing. Great!,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",The affinity mapping.,Nothing,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",Seeing teachers in action.,Nothing.,"Completely
Satisfied","Completely
Satisfied",Agenda,More time.,Strongly agree,Strongly agree
